Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
2016-10-15 01:34:18.610808: step 0, loss = 4.67 (5.9 examples/sec; 21.874 sec/batch)
2016-10-15 02:11:00.860178: step 12330, loss = 1.04 (726.5 examples/sec; 0.176 sec/batch)
2016-10-15 02:11:02.625086: step 12340, loss = 0.84 (736.6 examples/sec; 0.174 sec/batch)
2016-10-15 02:11:04.388642: step 12350, loss = 0.88 (695.3 examples/sec; 0.184 sec/batch)
2016-10-15 02:11:06.130877: step 12360, loss = 0.97 (746.6 examples/sec; 0.171 sec/batch)
2016-10-15 02:11:07.880238: step 12370, loss = 0.95 (737.9 examples/sec; 0.173 sec/batch)
2016-10-15 02:11:09.650414: step 12380, loss = 0.93 (697.1 examples/sec; 0.184 sec/batch)
2016-10-15 02:11:11.403684: step 12390, loss = 1.10 (729.3 examples/sec; 0.176 sec/batch)
2016-10-15 02:11:13.166804: step 12400, loss = 0.74 (733.8 examples/sec; 0.174 sec/batch)
2016-10-15 02:11:15.110073: step 12410, loss = 0.88 (719.1 examples/sec; 0.178 sec/batch)
2016-10-15 02:11:16.870388: step 12420, loss = 0.69 (712.5 examples/sec; 0.180 sec/batch)
2016-10-15 02:11:18.632055: step 12430, loss = 0.81 (741.7 examples/sec; 0.173 sec/batch)
2016-10-15 02:11:20.395042: step 12440, loss = 0.89 (725.5 examples/sec; 0.176 sec/batch)
2016-10-15 02:11:22.150663: step 12450, loss = 0.85 (763.9 examples/sec; 0.168 sec/batch)
2016-10-15 02:11:23.908965: step 12460, loss = 0.98 (714.6 examples/sec; 0.179 sec/batch)
2016-10-15 02:11:25.664089: step 12470, loss = 0.84 (755.6 examples/sec; 0.169 sec/batch)
2016-10-15 02:11:27.415386: step 12480, loss = 0.77 (763.8 examples/sec; 0.168 sec/batch)
2016-10-15 02:11:29.178286: step 12490, loss = 1.00 (722.4 examples/sec; 0.177 sec/batch)
2016-10-15 02:11:30.929924: step 12500, loss = 0.81 (715.7 examples/sec; 0.179 sec/batch)
2016-10-15 02:11:32.874360: step 12510, loss = 0.77 (734.7 examples/sec; 0.174 sec/batch)
2016-10-15 02:11:34.627341: step 12520, loss = 0.92 (709.3 examples/sec; 0.180 sec/batch)
2016-10-15 02:11:36.384460: step 12530, loss = 0.72 (727.7 examples/sec; 0.176 sec/batch)
2016-10-15 02:11:38.139513: step 12540, loss = 0.99 (757.2 examples/sec; 0.169 sec/batch)
2016-10-15 02:11:39.904769: step 12550, loss = 0.97 (723.2 examples/sec; 0.177 sec/batch)
2016-10-15 02:11:41.660452: step 12560, loss = 0.85 (716.8 examples/sec; 0.179 sec/batch)
2016-10-15 02:11:43.415219: step 12570, loss = 0.67 (782.1 examples/sec; 0.164 sec/batch)
2016-10-15 02:11:45.182782: step 12580, loss = 0.83 (707.1 examples/sec; 0.181 sec/batch)
2016-10-15 02:11:46.940355: step 12590, loss = 0.73 (731.3 examples/sec; 0.175 sec/batch)
2016-10-15 02:11:48.699608: step 12600, loss = 0.86 (756.1 examples/sec; 0.169 sec/batch)
2016-10-15 02:11:50.644735: step 12610, loss = 0.82 (723.3 examples/sec; 0.177 sec/batch)
2016-10-15 02:11:52.408760: step 12620, loss = 0.85 (733.7 examples/sec; 0.174 sec/batch)
2016-10-15 02:11:54.165441: step 12630, loss = 0.83 (738.0 examples/sec; 0.173 sec/batch)
2016-10-15 02:11:55.928101: step 12640, loss = 0.78 (720.5 examples/sec; 0.178 sec/batch)
2016-10-15 02:11:57.681548: step 12650, loss = 0.71 (763.7 examples/sec; 0.168 sec/batch)
2016-10-15 02:11:59.444902: step 12660, loss = 0.92 (725.5 examples/sec; 0.176 sec/batch)
2016-10-15 02:12:01.208357: step 12670, loss = 0.79 (704.0 examples/sec; 0.182 sec/batch)
2016-10-15 02:12:02.966869: step 12680, loss = 0.91 (725.0 examples/sec; 0.177 sec/batch)
2016-10-15 02:12:04.731988: step 12690, loss = 0.74 (700.5 examples/sec; 0.183 sec/batch)
2016-10-15 02:12:06.483033: step 12700, loss = 0.80 (717.9 examples/sec; 0.178 sec/batch)
2016-10-15 02:12:08.428107: step 12710, loss = 0.87 (713.8 examples/sec; 0.179 sec/batch)
2016-10-15 02:12:10.185737: step 12720, loss = 0.79 (733.9 examples/sec; 0.174 sec/batch)
2016-10-15 02:12:11.949829: step 12730, loss = 0.86 (749.6 examples/sec; 0.171 sec/batch)
2016-10-15 02:12:13.720177: step 12740, loss = 0.78 (710.6 examples/sec; 0.180 sec/batch)
2016-10-15 02:12:15.472572: step 12750, loss = 1.01 (731.4 examples/sec; 0.175 sec/batch)
2016-10-15 02:12:17.233912: step 12760, loss = 0.78 (732.8 examples/sec; 0.175 sec/batch)
2016-10-15 02:12:19.007311: step 12770, loss = 0.90 (703.8 examples/sec; 0.182 sec/batch)
2016-10-15 02:12:20.770801: step 12780, loss = 0.88 (716.5 examples/sec; 0.179 sec/batch)
2016-10-15 02:12:22.537763: step 12790, loss = 0.97 (741.3 examples/sec; 0.173 sec/batch)
2016-10-15 02:12:24.296883: step 12800, loss = 0.89 (717.1 examples/sec; 0.178 sec/batch)
2016-10-15 02:12:26.244145: step 12810, loss = 0.80 (738.8 examples/sec; 0.173 sec/batch)
2016-10-15 02:12:28.006550: step 12820, loss = 1.00 (731.5 examples/sec; 0.175 sec/batch)
2016-10-15 02:12:29.771419: step 12830, loss = 0.90 (703.9 examples/sec; 0.182 sec/batch)
2016-10-15 02:12:31.532754: step 12840, loss = 0.92 (717.4 examples/sec; 0.178 sec/batch)
2016-10-15 02:12:33.295654: step 12850, loss = 0.77 (733.4 examples/sec; 0.175 sec/batch)
2016-10-15 02:12:35.058731: step 12860, loss = 0.90 (730.7 examples/sec; 0.175 sec/batch)
2016-10-15 02:12:36.824209: step 12870, loss = 0.95 (732.3 examples/sec; 0.175 sec/batch)
2016-10-15 02:12:38.584842: step 12880, loss = 1.01 (725.1 examples/sec; 0.177 sec/batch)
2016-10-15 02:12:40.346689: step 12890, loss = 0.87 (732.1 examples/sec; 0.175 sec/batch)
2016-10-15 02:12:42.112235: step 12900, loss = 0.80 (733.1 examples/sec; 0.175 sec/batch)
2016-10-15 02:12:44.065851: step 12910, loss = 0.78 (723.2 examples/sec; 0.177 sec/batch)
2016-10-15 02:12:45.832300: step 12920, loss = 0.84 (713.0 examples/sec; 0.180 sec/batch)
2016-10-15 02:12:47.587547: step 12930, loss = 0.81 (743.1 examples/sec; 0.172 sec/batch)
2016-10-15 02:12:49.355410: step 12940, loss = 0.86 (721.7 examples/sec; 0.177 sec/batch)
2016-10-15 02:12:51.124298: step 12950, loss = 0.90 (711.2 examples/sec; 0.180 sec/batch)
2016-10-15 02:12:52.890688: step 12960, loss = 0.73 (721.8 examples/sec; 0.177 sec/batch)
2016-10-15 02:12:54.651180: step 12970, loss = 0.99 (736.2 examples/sec; 0.174 sec/batch)
2016-10-15 02:12:56.417222: step 12980, loss = 0.83 (726.5 examples/sec; 0.176 sec/batch)
2016-10-15 02:12:58.177887: step 12990, loss = 0.95 (709.9 examples/sec; 0.180 sec/batch)
2016-10-15 02:12:59.944891: step 13000, loss = 0.89 (703.5 examples/sec; 0.182 sec/batch)
2016-10-15 02:13:02.515925: step 13010, loss = 0.85 (731.0 examples/sec; 0.175 sec/batch)
2016-10-15 02:13:04.276265: step 13020, loss = 0.82 (728.4 examples/sec; 0.176 sec/batch)
2016-10-15 02:13:06.033930: step 13030, loss = 0.94 (732.6 examples/sec; 0.175 sec/batch)
2016-10-15 02:13:07.791962: step 13040, loss = 0.77 (721.6 examples/sec; 0.177 sec/batch)
2016-10-15 02:13:09.563759: step 13050, loss = 0.80 (708.2 examples/sec; 0.181 sec/batch)
2016-10-15 02:13:11.315723: step 13060, loss = 0.74 (719.1 examples/sec; 0.178 sec/batch)
2016-10-15 02:13:13.092143: step 13070, loss = 0.93 (700.6 examples/sec; 0.183 sec/batch)
2016-10-15 02:13:14.846607: step 13080, loss = 0.83 (714.2 examples/sec; 0.179 sec/batch)
2016-10-15 02:13:16.615003: step 13090, loss = 0.90 (735.5 examples/sec; 0.174 sec/batch)
2016-10-15 02:13:18.383885: step 13100, loss = 0.87 (705.2 examples/sec; 0.182 sec/batch)
2016-10-15 02:13:20.331246: step 13110, loss = 1.03 (719.3 examples/sec; 0.178 sec/batch)
2016-10-15 02:13:22.087914: step 13120, loss = 0.94 (725.0 examples/sec; 0.177 sec/batch)
2016-10-15 02:13:23.856963: step 13130, loss = 0.84 (748.1 examples/sec; 0.171 sec/batch)
2016-10-15 02:13:25.624769: step 13140, loss = 0.91 (691.0 examples/sec; 0.185 sec/batch)
2016-10-15 02:13:27.380872: step 13150, loss = 0.92 (737.5 examples/sec; 0.174 sec/batch)
2016-10-15 02:13:29.157005: step 13160, loss = 0.83 (721.4 examples/sec; 0.177 sec/batch)
2016-10-15 02:13:30.929827: step 13170, loss = 0.77 (718.4 examples/sec; 0.178 sec/batch)
2016-10-15 02:13:32.702848: step 13180, loss = 1.06 (740.5 examples/sec; 0.173 sec/batch)
2016-10-15 02:13:34.471443: step 13190, loss = 0.90 (727.8 examples/sec; 0.176 sec/batch)
2016-10-15 02:13:36.240136: step 13200, loss = 0.82 (696.0 examples/sec; 0.184 sec/batch)
2016-10-15 02:13:38.195563: step 13210, loss = 0.98 (716.6 examples/sec; 0.179 sec/batch)
2016-10-15 02:13:39.945565: step 13220, loss = 0.72 (752.5 examples/sec; 0.170 sec/batch)
2016-10-15 02:13:41.712578: step 13230, loss = 0.76 (739.4 examples/sec; 0.173 sec/batch)
2016-10-15 02:13:43.472561: step 13240, loss = 0.87 (738.7 examples/sec; 0.173 sec/batch)
2016-10-15 02:13:45.228835: step 13250, loss = 0.73 (720.1 examples/sec; 0.178 sec/batch)
2016-10-15 02:13:46.996605: step 13260, loss = 0.84 (741.1 examples/sec; 0.173 sec/batch)
2016-10-15 02:13:48.765747: step 13270, loss = 0.96 (716.6 examples/sec; 0.179 sec/batch)
2016-10-15 02:13:50.532639: step 13280, loss = 0.79 (735.7 examples/sec; 0.174 sec/batch)
2016-10-15 02:13:52.293343: step 13290, loss = 0.75 (705.8 examples/sec; 0.181 sec/batch)
2016-10-15 02:13:54.064295: step 13300, loss = 0.81 (734.8 examples/sec; 0.174 sec/batch)
2016-10-15 02:13:56.011103: step 13310, loss = 0.70 (737.7 examples/sec; 0.174 sec/batch)
2016-10-15 02:13:57.775438: step 13320, loss = 0.85 (711.0 examples/sec; 0.180 sec/batch)
2016-10-15 02:13:59.543820: step 13330, loss = 0.85 (724.8 examples/sec; 0.177 sec/batch)
2016-10-15 02:14:01.312447: step 13340, loss = 0.85 (730.5 examples/sec; 0.175 sec/batch)
2016-10-15 02:14:03.080686: step 13350, loss = 0.87 (694.7 examples/sec; 0.184 sec/batch)
2016-10-15 02:14:04.843448: step 13360, loss = 0.86 (749.4 examples/sec; 0.171 sec/batch)
2016-10-15 02:14:06.603952: step 13370, loss = 0.85 (721.4 examples/sec; 0.177 sec/batch)
2016-10-15 02:14:08.365623: step 13380, loss = 0.84 (760.5 examples/sec; 0.168 sec/batch)
2016-10-15 02:14:10.127197: step 13390, loss = 0.76 (751.7 examples/sec; 0.170 sec/batch)
2016-10-15 02:14:11.892574: step 13400, loss = 0.88 (724.6 examples/sec; 0.177 sec/batch)
2016-10-15 02:14:13.842628: step 13410, loss = 0.77 (712.0 examples/sec; 0.180 sec/batch)
2016-10-15 02:14:15.603605: step 13420, loss = 0.84 (731.6 examples/sec; 0.175 sec/batch)
2016-10-15 02:14:17.354485: step 13430, loss = 1.02 (748.0 examples/sec; 0.171 sec/batch)
2016-10-15 02:14:19.122475: step 13440, loss = 0.75 (721.9 examples/sec; 0.177 sec/batch)
2016-10-15 02:14:20.879277: step 13450, loss = 0.88 (749.1 examples/sec; 0.171 sec/batch)
2016-10-15 02:14:22.632853: step 13460, loss = 0.76 (742.4 examples/sec; 0.172 sec/batch)
2016-10-15 02:14:24.404456: step 13470, loss = 0.86 (714.4 examples/sec; 0.179 sec/batch)
2016-10-15 02:14:26.160410: step 13480, loss = 0.82 (727.3 examples/sec; 0.176 sec/batch)
2016-10-15 02:14:27.915304: step 13490, loss = 0.84 (730.1 examples/sec; 0.175 sec/batch)
2016-10-15 02:14:29.678305: step 13500, loss = 0.72 (746.3 examples/sec; 0.172 sec/batch)
2016-10-15 02:14:31.626842: step 13510, loss = 0.94 (709.0 examples/sec; 0.181 sec/batch)
2016-10-15 02:14:33.381757: step 13520, loss = 0.97 (723.0 examples/sec; 0.177 sec/batch)
2016-10-15 02:14:35.140084: step 13530, loss = 0.71 (729.9 examples/sec; 0.175 sec/batch)
2016-10-15 02:14:36.906582: step 13540, loss = 1.00 (746.8 examples/sec; 0.171 sec/batch)
2016-10-15 02:14:38.676088: step 13550, loss = 0.79 (718.5 examples/sec; 0.178 sec/batch)
2016-10-15 02:14:40.426480: step 13560, loss = 0.88 (718.1 examples/sec; 0.178 sec/batch)
2016-10-15 02:14:42.182503: step 13570, loss = 0.90 (756.1 examples/sec; 0.169 sec/batch)
2016-10-15 02:14:43.945516: step 13580, loss = 0.75 (712.0 examples/sec; 0.180 sec/batch)
2016-10-15 02:14:45.702244: step 13590, loss = 0.77 (737.5 examples/sec; 0.174 sec/batch)
2016-10-15 02:14:47.453333: step 13600, loss = 0.88 (726.8 examples/sec; 0.176 sec/batch)
2016-10-15 02:14:49.388689: step 13610, loss = 0.82 (748.9 examples/sec; 0.171 sec/batch)
2016-10-15 02:14:51.146552: step 13620, loss = 0.88 (730.4 examples/sec; 0.175 sec/batch)
2016-10-15 02:14:52.911920: step 13630, loss = 0.79 (712.0 examples/sec; 0.180 sec/batch)
2016-10-15 02:14:54.661939: step 13640, loss = 0.97 (746.1 examples/sec; 0.172 sec/batch)
2016-10-15 02:14:56.421757: step 13650, loss = 0.78 (724.5 examples/sec; 0.177 sec/batch)
2016-10-15 02:14:58.179618: step 13660, loss = 0.79 (730.8 examples/sec; 0.175 sec/batch)
2016-10-15 02:14:59.938917: step 13670, loss = 0.73 (736.6 examples/sec; 0.174 sec/batch)
2016-10-15 02:15:01.701557: step 13680, loss = 0.86 (724.3 examples/sec; 0.177 sec/batch)
2016-10-15 02:15:03.485208: step 13690, loss = 0.87 (744.5 examples/sec; 0.172 sec/batch)
2016-10-15 02:15:05.238052: step 13700, loss = 0.93 (727.2 examples/sec; 0.176 sec/batch)
2016-10-15 02:15:07.182313: step 13710, loss = 0.72 (728.8 examples/sec; 0.176 sec/batch)
2016-10-15 02:15:08.944387: step 13720, loss = 0.90 (714.0 examples/sec; 0.179 sec/batch)
2016-10-15 02:15:10.702745: step 13730, loss = 0.76 (735.5 examples/sec; 0.174 sec/batch)
2016-10-15 02:15:12.467762: step 13740, loss = 0.86 (726.2 examples/sec; 0.176 sec/batch)
2016-10-15 02:15:14.224444: step 13750, loss = 1.04 (717.3 examples/sec; 0.178 sec/batch)
2016-10-15 02:15:15.973537: step 13760, loss = 0.85 (733.7 examples/sec; 0.174 sec/batch)
2016-10-15 02:15:17.732351: step 13770, loss = 1.15 (721.6 examples/sec; 0.177 sec/batch)
2016-10-15 02:15:19.492707: step 13780, loss = 0.92 (744.9 examples/sec; 0.172 sec/batch)
2016-10-15 02:15:21.259736: step 13790, loss = 0.87 (728.8 examples/sec; 0.176 sec/batch)
2016-10-15 02:15:23.019918: step 13800, loss = 0.77 (740.5 examples/sec; 0.173 sec/batch)
2016-10-15 02:15:24.976897: step 13810, loss = 0.80 (711.1 examples/sec; 0.180 sec/batch)
2016-10-15 02:15:26.729611: step 13820, loss = 0.95 (720.6 examples/sec; 0.178 sec/batch)
2016-10-15 02:15:28.487103: step 13830, loss = 0.94 (729.8 examples/sec; 0.175 sec/batch)
2016-10-15 02:15:30.243493: step 13840, loss = 0.85 (739.9 examples/sec; 0.173 sec/batch)
2016-10-15 02:15:31.999827: step 13850, loss = 0.90 (717.9 examples/sec; 0.178 sec/batch)
2016-10-15 02:15:33.777668: step 13860, loss = 0.79 (655.9 examples/sec; 0.195 sec/batch)
2016-10-15 02:15:35.516027: step 13870, loss = 0.86 (740.4 examples/sec; 0.173 sec/batch)
2016-10-15 02:15:37.281208: step 13880, loss = 0.83 (712.0 examples/sec; 0.180 sec/batch)
2016-10-15 02:15:39.046000: step 13890, loss = 0.62 (708.6 examples/sec; 0.181 sec/batch)
2016-10-15 02:15:40.803176: step 13900, loss = 0.73 (736.7 examples/sec; 0.174 sec/batch)
2016-10-15 02:15:42.755673: step 13910, loss = 0.81 (725.4 examples/sec; 0.176 sec/batch)
2016-10-15 02:15:44.519567: step 13920, loss = 1.07 (733.7 examples/sec; 0.174 sec/batch)
2016-10-15 02:15:46.287209: step 13930, loss = 0.69 (718.2 examples/sec; 0.178 sec/batch)
2016-10-15 02:15:48.049079: step 13940, loss = 0.81 (724.9 examples/sec; 0.177 sec/batch)
2016-10-15 02:15:49.797192: step 13950, loss = 0.91 (771.3 examples/sec; 0.166 sec/batch)
2016-10-15 02:15:51.554285: step 13960, loss = 0.85 (738.6 examples/sec; 0.173 sec/batch)
2016-10-15 02:15:53.320375: step 13970, loss = 0.88 (717.2 examples/sec; 0.178 sec/batch)
2016-10-15 02:15:55.080644: step 13980, loss = 0.85 (740.0 examples/sec; 0.173 sec/batch)
2016-10-15 02:15:56.843510: step 13990, loss = 0.79 (726.1 examples/sec; 0.176 sec/batch)
2016-10-15 02:15:58.603520: step 14000, loss = 0.83 (736.3 examples/sec; 0.174 sec/batch)
2016-10-15 02:16:01.126507: step 14010, loss = 0.95 (702.5 examples/sec; 0.182 sec/batch)
2016-10-15 02:16:02.891772: step 14020, loss = 0.92 (726.7 examples/sec; 0.176 sec/batch)
2016-10-15 02:16:04.651685: step 14030, loss = 0.85 (722.2 examples/sec; 0.177 sec/batch)
2016-10-15 02:16:06.417139: step 14040, loss = 0.93 (736.4 examples/sec; 0.174 sec/batch)
2016-10-15 02:16:08.174203: step 14050, loss = 0.83 (715.9 examples/sec; 0.179 sec/batch)
2016-10-15 02:16:09.926572: step 14060, loss = 1.03 (728.8 examples/sec; 0.176 sec/batch)
2016-10-15 02:16:11.683286: step 14070, loss = 0.83 (716.2 examples/sec; 0.179 sec/batch)
2016-10-15 02:16:13.446023: step 14080, loss = 0.88 (755.1 examples/sec; 0.170 sec/batch)
2016-10-15 02:16:15.206808: step 14090, loss = 0.82 (736.5 examples/sec; 0.174 sec/batch)
2016-10-15 02:16:16.968021: step 14100, loss = 0.79 (750.7 examples/sec; 0.171 sec/batch)
2016-10-15 02:16:18.908077: step 14110, loss = 0.85 (759.5 examples/sec; 0.169 sec/batch)
2016-10-15 02:16:20.671072: step 14120, loss = 1.09 (739.6 examples/sec; 0.173 sec/batch)
2016-10-15 02:16:22.430943: step 14130, loss = 0.75 (720.2 examples/sec; 0.178 sec/batch)
2016-10-15 02:16:24.199736: step 14140, loss = 0.87 (705.8 examples/sec; 0.181 sec/batch)
2016-10-15 02:16:25.960496: step 14150, loss = 0.73 (718.1 examples/sec; 0.178 sec/batch)
2016-10-15 02:16:27.712624: step 14160, loss = 0.80 (723.2 examples/sec; 0.177 sec/batch)
2016-10-15 02:16:29.474111: step 14170, loss = 0.72 (728.1 examples/sec; 0.176 sec/batch)
2016-10-15 02:16:31.234198: step 14180, loss = 0.91 (725.0 examples/sec; 0.177 sec/batch)
2016-10-15 02:16:32.996844: step 14190, loss = 0.82 (730.3 examples/sec; 0.175 sec/batch)
2016-10-15 02:16:34.764940: step 14200, loss = 0.94 (717.4 examples/sec; 0.178 sec/batch)
2016-10-15 02:16:36.721898: step 14210, loss = 0.89 (711.5 examples/sec; 0.180 sec/batch)
2016-10-15 02:16:38.485272: step 14220, loss = 0.86 (710.0 examples/sec; 0.180 sec/batch)
2016-10-15 02:16:40.242714: step 14230, loss = 0.93 (733.5 examples/sec; 0.175 sec/batch)
2016-10-15 02:16:42.006371: step 14240, loss = 0.87 (723.6 examples/sec; 0.177 sec/batch)
2016-10-15 02:16:43.768529: step 14250, loss = 0.73 (724.1 examples/sec; 0.177 sec/batch)
2016-10-15 02:16:45.522014: step 14260, loss = 0.94 (744.1 examples/sec; 0.172 sec/batch)
2016-10-15 02:16:47.279593: step 14270, loss = 0.89 (713.1 examples/sec; 0.180 sec/batch)
2016-10-15 02:16:49.029762: step 14280, loss = 0.89 (716.0 examples/sec; 0.179 sec/batch)
2016-10-15 02:16:50.777696: step 14290, loss = 0.86 (749.7 examples/sec; 0.171 sec/batch)
2016-10-15 02:16:52.537305: step 14300, loss = 0.68 (730.5 examples/sec; 0.175 sec/batch)
2016-10-15 02:16:54.479024: step 14310, loss = 1.03 (719.2 examples/sec; 0.178 sec/batch)
2016-10-15 02:16:56.234924: step 14320, loss = 0.82 (715.5 examples/sec; 0.179 sec/batch)
2016-10-15 02:16:58.002896: step 14330, loss = 0.92 (735.7 examples/sec; 0.174 sec/batch)
2016-10-15 02:16:59.766421: step 14340, loss = 0.98 (708.9 examples/sec; 0.181 sec/batch)
2016-10-15 02:17:01.522370: step 14350, loss = 0.81 (727.7 examples/sec; 0.176 sec/batch)
2016-10-15 02:17:03.278861: step 14360, loss = 0.78 (764.4 examples/sec; 0.167 sec/batch)
2016-10-15 02:17:05.048074: step 14370, loss = 0.78 (717.2 examples/sec; 0.178 sec/batch)
2016-10-15 02:17:06.797389: step 14380, loss = 0.90 (738.0 examples/sec; 0.173 sec/batch)
2016-10-15 02:17:08.565237: step 14390, loss = 0.76 (710.0 examples/sec; 0.180 sec/batch)
2016-10-15 02:17:10.329812: step 14400, loss = 0.88 (739.8 examples/sec; 0.173 sec/batch)
2016-10-15 02:17:12.269851: step 14410, loss = 0.80 (734.9 examples/sec; 0.174 sec/batch)
2016-10-15 02:17:14.033261: step 14420, loss = 0.92 (720.8 examples/sec; 0.178 sec/batch)
2016-10-15 02:17:15.784625: step 14430, loss = 1.00 (714.1 examples/sec; 0.179 sec/batch)
2016-10-15 02:17:17.540218: step 14440, loss = 0.84 (733.9 examples/sec; 0.174 sec/batch)
2016-10-15 02:17:19.297152: step 14450, loss = 0.69 (730.5 examples/sec; 0.175 sec/batch)
2016-10-15 02:17:21.048469: step 14460, loss = 0.86 (733.6 examples/sec; 0.174 sec/batch)
2016-10-15 02:17:22.806649: step 14470, loss = 0.87 (706.3 examples/sec; 0.181 sec/batch)
2016-10-15 02:17:24.575284: step 14480, loss = 0.80 (735.5 examples/sec; 0.174 sec/batch)
2016-10-15 02:17:26.337973: step 14490, loss = 0.86 (726.1 examples/sec; 0.176 sec/batch)
2016-10-15 02:17:28.089342: step 14500, loss = 0.81 (710.2 examples/sec; 0.180 sec/batch)
2016-10-15 02:17:30.056037: step 14510, loss = 0.92 (717.0 examples/sec; 0.179 sec/batch)
2016-10-15 02:17:31.818096: step 14520, loss = 0.86 (742.5 examples/sec; 0.172 sec/batch)
2016-10-15 02:17:33.575946: step 14530, loss = 0.79 (738.8 examples/sec; 0.173 sec/batch)
2016-10-15 02:17:35.337849: step 14540, loss = 0.91 (737.6 examples/sec; 0.174 sec/batch)
2016-10-15 02:17:37.112123: step 14550, loss = 0.74 (671.8 examples/sec; 0.191 sec/batch)
2016-10-15 02:17:38.870942: step 14560, loss = 0.75 (692.2 examples/sec; 0.185 sec/batch)
2016-10-15 02:17:40.620179: step 14570, loss = 0.79 (722.3 examples/sec; 0.177 sec/batch)
2016-10-15 02:17:42.388217: step 14580, loss = 0.94 (711.3 examples/sec; 0.180 sec/batch)
2016-10-15 02:17:44.146032: step 14590, loss = 0.86 (727.4 examples/sec; 0.176 sec/batch)
2016-10-15 02:17:45.899037: step 14600, loss = 0.87 (720.9 examples/sec; 0.178 sec/batch)
2016-10-15 02:17:47.842363: step 14610, loss = 0.93 (726.7 examples/sec; 0.176 sec/batch)
2016-10-15 02:17:49.607003: step 14620, loss = 0.84 (727.0 examples/sec; 0.176 sec/batch)
2016-10-15 02:17:51.365982: step 14630, loss = 0.78 (721.0 examples/sec; 0.178 sec/batch)
2016-10-15 02:17:53.136233: step 14640, loss = 0.79 (737.9 examples/sec; 0.173 sec/batch)
2016-10-15 02:17:54.896111: step 14650, loss = 0.73 (742.3 examples/sec; 0.172 sec/batch)
2016-10-15 02:17:56.658150: step 14660, loss = 0.81 (727.7 examples/sec; 0.176 sec/batch)
